Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time
192.168.10.17-192.168.10.3-47915-88-6,192.168.10.17,47915,192.168.10.3,88,6,2017-07-07 12:04:42.330438,1230,10,10,3138,3130,1569,0,313.8,661.548486507225,1565,0,313.0,659.8619384218018,5095934.959349593,16260.162601626016,64.73684210526315,181.7583383706273,805,1,1157,128.55555555555554,294.5696484327226,909,1,1180,131.11111111111114,257.0789978024481,805,1,2,2,0,0,0,2,336,312,8130.081300813008,8130.081300813008,0,1569,313.4,643.083885827134,413556.8842105264,2,4,2,4,18,0,0,0,1.0,313.4,313.8,313.0,0,0,0,0,0,0,0,156,0,156,29200,0,2,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1230
192.168.10.17-192.168.10.3-16366-53-17,192.168.10.17,16366,192.168.10.3,53,17,2017-07-07 12:04:42.331659,177,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1841807.90960452,22598.870056497177,59.0,61.61168720299745,125,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,0,0,16,16,11299.435028248588,11299.435028248588,51,112,81.5,35.21836642056717,1240.3333333333333,0,0,0,0,0,0,0,0,1.0,81.5,51.0,112.0,0,0,0,0,0,0,0,25,0,56,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.51-192.168.10.3-52301-53-17,192.168.10.51,52301,192.168.10.3,53,17,2017-07-07 12:04:42.955150,170,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,1176470.588235294,23529.41176470588,56.66666666666667,92.95339333952974,164,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11764.70588235294,11764.70588235294,34,66,50.0,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,50.0,34.0,66.0,0,0,0,0,0,0,0,17,0,33,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-60421-53-17,192.168.10.5,60421,192.168.10.3,53,17,2017-07-07 12:04:43.262419,194672,2,2,80,276,40,40,40.0,0.0,138,138,138.0,0.0,1828.717021451467,20.547382263499628,64890.66666666667,112387.86942696857,194665,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,10.273691131749814,10.273691131749814,40,138,89.0,56.58032638058333,3201.333333333333,0,0,0,0,0,0,0,0,1.0,89.0,40.0,138.0,0,0,0,0,0,0,0,20,0,69,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61090-53-17,192.168.10.3,61090,192.168.10.1,53,17,2017-07-07 12:04:43.262595,194221,1,1,51,149,51,51,51.0,0.0,149,149,149.0,0.0,1029.7547639029765,10.297547639029764,194221.0,0.0,194221,194221,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,5.148773819514882,5.148773819514882,51,149,100.0,69.29646455628166,4802.0,0,0,0,0,0,0,0,0,1.0,100.0,51.0,149.0,0,0,0,0,0,0,0,25,0,74,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-23.199.170.73-49208-80-6,192.168.10.5,49208,23.199.170.73,80,6,2017-07-07 12:04:43.460469,118797157,10,6,441,4535,158,0,44.1,71.23739654610257,1574,0,755.8333333333334,829.1553332558783,41.88652427094699,0.1346833577843954,7919810.466666667,30372507.488940425,117706574,6,118797151,13199683.444444444,39191222.23983905,117706574,58,118773396,23754679.2,52535563.72698712,117730442,1174,3,3,0,0,0,0,212,132,0.0841770986152471,0.0505062591691483,0,1574,310.99999999999994,599.0426807276201,358852.13333333336,2,2,0,6,15,0,0,0,0.6,311.0,44.1,755.8333333333334,0,0,0,0,0,0,0,27,0,283,65535,1013,3,20,1066809.0,0.0,1066809,1066809,117706574.0,0.0,117706574,117706574,-1,-1,118797157
192.168.10.5-192.168.10.3-61081-53-17,192.168.10.5,61081,192.168.10.3,53,17,2017-07-07 12:04:43.577300,233698,2,2,98,310,49,49,49.0,0.0,155,155,155.0,0.0,1745.8429254850278,17.11610711259831,77899.33333333334,134919.54103217713,233691,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,8.558053556299155,8.558053556299155,49,155,102.0,61.19912853410033,3745.3333333333335,0,0,0,0,0,0,0,0,1.0,102.0,49.0,155.0,0,0,0,0,0,0,0,24,0,77,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61700-53-17,192.168.10.3,61700,192.168.10.1,53,17,2017-07-07 12:04:43.577492,233259,1,1,60,166,60,60,60.0,0.0,166,166,166.0,0.0,968.880086084567,8.574160053845725,233259.0,0.0,233259,233259,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,4.287080026922863,4.287080026922863,60,166,113.0,74.95331880577403,5618.0,0,0,0,0,0,0,0,0,1.0,113.0,60.0,166.0,0,0,0,0,0,0,0,30,0,83,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-23.199.171.26-49209-80-6,192.168.10.5,49209,23.199.171.26,80,6,2017-07-07 12:04:43.811467,118446135,6,4,181,1644,181,0,30.166666666666668,73.89294057395921,1644,0,411.0,822.0,15.407847626264884,0.084426562335698,13160681.666666668,39455043.62883989,118374127,3,118446132,23689226.4,52930469.56200057,118374127,48,118422553,39474184.333333336,68349980.91551407,118397943,921,1,1,0,0,0,0,132,92,0.0506559374014188,0.0337706249342792,0,1644,182.49999999999997,516.6596236079095,266937.1666666666,2,2,0,2,9,0,0,0,0.6666666666666666,182.5,30.166666666666668,411.0,0,0,0,0,0,0,0,18,0,164,65535,946,1,20,48235.0,0.0,48235,48235,118374127.0,0.0,118374127,118374127,-1,-1,118446135
192.168.10.5-192.168.10.3-59979-53-17,192.168.10.5,59979,192.168.10.3,53,17,2017-07-07 12:04:43.860605,238102,2,2,78,326,39,39,39.0,0.0,163,163,163.0,0.0,1696.751812248532,16.799522893549824,79367.33333333334,137461.325591358,238094,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,8.399761446774912,8.399761446774912,39,163,101.0,71.59143337951359,5125.333333333333,0,0,0,0,0,0,0,0,1.0,101.0,39.0,163.0,0,0,0,0,0,0,0,19,0,81,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60092-53-17,192.168.10.3,60092,192.168.10.1,53,17,2017-07-07 12:04:43.860782,237656,1,1,50,174,50,50,50.0,0.0,174,174,174.0,0.0,942.5387955700676,8.415524960447032,237656.0,0.0,237656,237656,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,4.207762480223516,4.207762480223516,50,174,112.0,87.68124086713189,7688.0,0,0,0,0,0,0,0,0,1.0,112.0,50.0,174.0,0,0,0,0,0,0,0,25,0,87,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-51631-53-17,192.168.10.5,51631,192.168.10.3,53,17,2017-07-07 12:04:43.937973,168456,2,2,70,256,35,35,35.0,0.0,128,128,128.0,0.0,1935.2234411359643,23.745072897373795,56152.0,97252.05477006645,168449,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11.872536448686898,11.872536448686898,35,128,81.5,53.6935750346352,2883.0,0,0,0,0,0,0,0,0,1.0,81.5,35.0,128.0,0,0,0,0,0,0,0,17,0,64,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60191-53-17,192.168.10.3,60191,192.168.10.1,53,17,2017-07-07 12:04:43.938137,769887,2,2,107,315,61,46,53.5,10.606601717798211,176,139,157.5,26.16295090390226,548.1323882595758,5.195567661228206,256629.0,143608.65599259676,422323,168075,590398,590398.0,0.0,590398,590398,601812,601812.0,0.0,601812,601812,0,0,0,0,0,0,16,16,2.597783830614103,2.597783830614103,46,176,105.5,62.21736092120912,3871.0,0,0,0,0,0,0,0,0,1.0,105.5,53.5,157.5,0,0,0,0,0,0,0,26,0,78,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-23.52.146.130-49210-80-6,192.168.10.5,49210,23.52.146.130,80,6,2017-07-07 12:04:44.099447,118158179,6,4,138,328,138,0,23.0,56.3382640840131,328,0,82.0,164.0,3.9438657902810097,0.084632313096159,13128686.555555556,39322398.51409537,117988383,30,118158179,23631635.8,52747046.15166004,117988383,72,118134401,39378133.66666666,68099134.39663562,118012229,23751,1,1,0,0,0,0,132,92,0.0507793878576954,0.0338529252384636,0,328,46.6,107.96727899383838,11656.933333333332,2,2,0,2,9,0,0,0,0.6666666666666666,46.6,23.0,82.0,0,0,0,0,0,0,0,13,0,32,65535,946,1,20,145997.0,0.0,145997,145997,117988383.0,0.0,117988383,117988383,-1,-1,118158179
192.168.10.5-192.168.10.3-60814-53-17,192.168.10.5,60814,192.168.10.3,53,17,2017-07-07 12:04:44.301113,137463,2,2,94,304,47,47,47.0,0.0,152,152,152.0,0.0,2895.324560063435,29.098739297119952,45821.0,79357.37185038325,137455,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,14.549369648559976,14.549369648559976,47,152,99.5,60.6217782649107,3675.0,0,0,0,0,0,0,0,0,1.0,99.5,47.0,152.0,0,0,0,0,0,0,0,23,0,76,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60669-53-17,192.168.10.3,60669,192.168.10.1,53,17,2017-07-07 12:04:44.301296,137035,1,1,58,163,58,58,58.0,0.0,163,163,163.0,0.0,1612.7266756668005,14.594811544495933,137035.0,0.0,137035,137035,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,7.297405772247966,7.297405772247966,58,163,110.5,74.24621202458749,5512.5,0,0,0,0,0,0,0,0,1.0,110.5,58.0,163.0,0,0,0,0,0,0,0,29,0,81,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-23.194.181.138-49211-80-6,192.168.10.5,49211,23.194.181.138,80,6,2017-07-07 12:04:44.439121,117817794,6,5,227,301,227,0,37.83333333333333,92.6723619352969,301,0,60.2,134.61129224548733,4.481496233073249,0.0933645048556926,11781779.4,37152560.31709952,117519635,3,117794680,23558936.0,52525708.202190176,117519635,120,117794418,29448604.5,58729519.96990929,117542752,905,1,1,0,0,0,1,132,112,0.0509260935576505,0.0424384112980421,0,301,48.0,108.0675714541601,11678.6,2,2,1,2,9,0,0,0,0.8333333333333334,48.0,37.833333333333336,60.2,0,0,0,0,0,0,0,20,0,27,65535,0,1,20,275045.0,0.0,275045,275045,117519635.0,0.0,117519635,117519635,-1,-1,117817794
192.168.10.5-192.168.10.3-59844-53-17,192.168.10.5,59844,192.168.10.3,53,17,2017-07-07 12:04:44.528378,179886,2,2,100,330,50,50,50.0,0.0,165,165,165.0,0.0,2390.40281066898,22.23630521552539,59962.0,103851.16834682216,179879,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11.118152607762696,11.118152607762696,50,165,107.5,66.39528095680696,4408.333333333333,0,0,0,0,0,0,0,0,1.0,107.5,50.0,165.0,0,0,0,0,0,0,0,25,0,82,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-23.15.4.9-49212-80-6,192.168.10.5,49212,23.15.4.9,80,6,2017-07-07 12:04:44.708822,117540056,6,4,188,490,188,0,31.333333333333336,76.75067860720624,490,0,122.5,245.00000000000003,5.768246358500969,0.0850773799188933,13060006.222222222,39148288.638844326,117455437,29,117540056,23508011.2,52518211.41938902,117455437,81,117524860,39174953.333333336,67806038.24570556,117470621,15243,1,1,0,0,0,0,132,92,0.051046427951336,0.0340309519675573,0,490,67.8,159.67870518290437,25497.28888888889,2,2,0,2,9,0,0,0,0.6666666666666666,67.8,31.33333333333333,122.5,0,0,0,0,0,0,0,18,0,49,65535,946,1,20,69449.0,0.0,69449,69449,117455437.0,0.0,117455437,117455437,-1,-1,117540056
192.168.10.8-192.168.10.3-123-123-17,192.168.10.8,123,192.168.10.3,123,17,2017-07-07 12:04:45.862903,64007259,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.999319545928376,0.1249858238735078,9143894.142857144,24192388.78035856,64007075,3,64007182,21335727.333333336,36954557.69559155,64007175,3,64007159,21335719.666666664,36954545.28256076,64007153,3,0,0,0,0,0,0,32,32,0.0624929119367539,0.0624929119367539,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,3,8,103.0,0.0,103,103,64007075.0,0.0,64007075,64007075,-1,-1,0
192.168.10.14-192.168.10.3-62133-53-17,192.168.10.14,62133,192.168.10.3,53,17,2017-07-07 12:04:45.917764,60704,2,2,84,212,42,42,42.0,0.0,106,106,106.0,0.0,4876.120189773326,65.89351607801792,20234.666666666664,35041.40856662776,60697,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,32.94675803900896,32.94675803900896,42,106,74.0,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,1.0,74.0,42.0,106.0,0,0,0,0,0,0,0,21,0,53,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60350-53-17,192.168.10.3,60350,192.168.10.1,53,17,2017-07-07 12:04:45.917958,60329,1,1,63,79,63,63,63.0,0.0,79,79,79.0,0.0,2353.760214822059,33.15155232143745,60329.0,0.0,60329,60329,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.575776160718725,16.575776160718725,63,79,71.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,71.0,63.0,79.0,0,0,0,0,0,0,0,31,0,39,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.14-191.232.80.53-49529-443-6,192.168.10.14,49529,191.232.80.53,443,6,2017-07-07 12:04:45.978912,62068935,7,8,804,4341,421,0,114.85714285714286,162.49146497732178,1460,0,542.6250000000001,637.1341947681486,82.89170742175614,0.2416667854861695,4433495.357142857,16474063.062841674,61670800,12,398135,66355.83333333334,66424.75626275693,183878,216,62005435,8857919.285714285,23303332.16384065,61704843,49,3,3,0,0,0,1,152,172,0.1127778332268791,0.1288889522592904,0,1460,343.0,512.9150584091456,263081.8571428572,0,2,1,6,14,0,0,0,1.1428571428571428,343.0,114.85714285714286,542.625,0,0,0,0,0,0,0,53,0,289,8192,0,3,20,398135.0,0.0,398135,398135,61670800.0,0.0,61670800,61670800,-1,-1,62068935
192.168.10.14-192.168.10.3-61341-53-17,192.168.10.14,61341,192.168.10.3,53,17,2017-07-07 12:04:47.359935,23727,2,2,116,148,58,58,58.0,0.0,74,74,74.0,0.0,11126.56467315716,168.58431322965396,7909.0,13693.593684639543,23721,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,84.29215661482698,84.29215661482698,58,74,66.0,9.237604307034012,85.33333333333331,0,0,0,0,0,0,0,0,1.0,66.0,58.0,74.0,0,0,0,0,0,0,0,29,0,37,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61378-53-17,192.168.10.3,61378,192.168.10.1,53,17,2017-07-07 12:04:47.360104,23379,1,1,69,85,69,69,69.0,0.0,85,85,85.0,0.0,6587.108088455451,85.54685829162923,23379.0,0.0,23379,23379,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.77342914581462,42.77342914581462,69,85,77.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,77.0,69.0,85.0,0,0,0,0,0,0,0,34,0,42,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.14-40.77.228.69-49530-443-6,192.168.10.14,49530,40.77.228.69,443,6,2017-07-07 12:04:47.384194,267470,9,8,1737,4894,805,0,193.0,290.9222404698548,1460,0,611.75,659.2018442241886,24791.565409204773,63.558529928590126,16716.875000000004,23591.43161368833,52004,4,267470,33433.75,25400.99294881431,55247,4,217570,31081.42857142857,28555.8877458289,59482,48,4,3,0,0,0,0,192,172,33.64863349160654,29.909896436983587,0,1460,390.05882352941177,528.0613684256115,278848.8088235294,2,2,0,7,16,0,0,0,0.8888888888888888,390.05882352941177,193.0,611.75,0,0,0,0,0,0,0,102,0,287,8192,513,4,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,267470
192.168.10.9-72.21.91.29-1071-80-6,192.168.10.9,1071,72.21.91.29,80,6,2017-07-07 12:04:47.914483,118676661,14,14,447,796,435,0,31.928571428571427,116.01224357515314,796,0,56.85714285714285,212.73994856228984,10.473836974567392,0.2359351852678093,4395431.888888889,4979521.822666196,10007249,574,118652870,9127143.846153844,2715810.474785776,10030787,227848,118653161,9127166.23076923,2783416.752597311,10039386,574,1,1,0,0,0,0,280,424,0.1179675926339046,0.1179675926339046,0,796,44.39285714285717,168.61886439118084,28432.321428571435,0,0,0,2,28,0,0,0,1.0,44.392857142857146,31.928571428571427,56.85714285714285,0,0,0,0,0,0,0,15,0,28,253,307,12,20,40727.91666666667,58927.85240283754,227848,23500,9847011.25,496303.4051474277,10007249,8281084,-1,-1,248355345
192.168.10.14-192.168.10.3-61063-53-17,192.168.10.14,61063,192.168.10.3,53,17,2017-07-07 12:04:48.064296,134412,2,2,106,422,53,53,53.0,0.0,211,211,211.0,0.0,3928.2206945808407,29.75924768621849,44804.0,77595.87617908571,134404,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,14.879623843109243,14.879623843109243,53,211,132.0,91.22134253196089,8321.333333333334,0,0,0,0,0,0,0,0,1.0,132.0,53.0,211.0,0,0,0,0,0,0,0,26,0,105,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
