Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time
192.168.10.17-192.168.10.3-17698-53-17,192.168.10.17,17698,192.168.10.3,53,17,2017-07-04 11:57:19.886247,164,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1682926.8292682928,24390.243902439022,54.66666666666667,89.48929172439199,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,12195.121951219511,12195.121951219511,44,94,69.0,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,69.0,44.0,94.0,0,0,0,0,0,0,0,22,0,47,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-62310-53-17,192.168.10.3,62310,192.168.10.1,53,17,2017-07-04 11:57:20.777712,67433,1,1,50,114,50,50,50.0,0.0,114,114,114.0,0.0,2432.0436581495705,29.65906900182403,67433.0,0.0,67433,67433,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.829534500912017,14.829534500912017,50,114,82.0,45.254833995939045,2048.0,0,0,0,0,0,0,0,0,1.0,82.0,50.0,114.0,0,0,0,0,0,0,0,25,0,57,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.51-192.168.10.3-31402-53-17,192.168.10.51,31402,192.168.10.3,53,17,2017-07-04 11:59:36.939958,271,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,738007.3800738008,14760.147601476016,90.33333333333334,152.13919065557477,266,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,7380.073800738008,7380.073800738008,34,66,50.0,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,50.0,34.0,66.0,0,0,0,0,0,0,0,17,0,33,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61254-53-17,192.168.10.3,61254,192.168.10.1,53,17,2017-07-04 11:59:50.864898,23358,1,1,50,66,50,50,50.0,0.0,66,66,66.0,0.0,4966.178611182464,85.62376915831835,23358.0,0.0,23358,23358,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.81188457915918,42.81188457915918,50,66,58.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,58.0,50.0,66.0,0,0,0,0,0,0,0,25,0,33,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60668-53-17,192.168.10.3,60668,192.168.10.1,53,17,2017-07-04 11:59:56.549768,90128405,2,2,107,234,62,45,53.5,12.020815280171307,144,90,117.0,38.18376618407357,3.783490898346642,0.0443811249072919,30042801.666666664,51988576.68444181,90074039,23462,90097501,90097501.0,0.0,90097501,90097501,90104943,90104943.0,0.0,90104943,90104943,0,0,0,0,0,0,16,16,0.0221905624536459,0.0221905624536459,45,144,85.25,43.33878170876519,1878.25,0,0,0,0,0,0,0,0,1.0,85.25,53.5,117.0,0,0,0,0,0,0,0,26,0,58,0,0,1,8,23462.0,0.0,23462,23462,90074039.0,0.0,90074039,90074039,-1,-1,0
192.168.10.3-65.52.108.186-61823-443-6,192.168.10.3,61823,65.52.108.186,443,6,2017-07-04 12:00:48.131522,81541,2,1,117,149,117,0,58.5,82.73149339882606,149,149,149.0,0.0,3262.1625930513483,36.79130744042874,40770.5,13414.522745889994,50256,31285,81541,81541.0,0.0,81541,81541,0,0.0,0.0,0,0,1,1,0,0,0,0,40,20,24.52753829361916,12.26376914680958,0,149,88.66666666666666,78.43681108595207,6152.333333333334,0,0,0,2,3,0,0,0,0.5,88.66666666666667,58.5,149.0,0,0,0,0,0,0,0,39,0,49,253,7607,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,81541
192.168.10.9-192.168.10.3-54741-53-17,192.168.10.9,54741,192.168.10.3,53,17,2017-07-04 12:01:25.588282,31980,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,13883.677298311444,125.07817385866166,10660.0,18456.73343254434,31972,3,3,3.0,0.0,3,3,5,5.0,0.0,5,5,0,0,0,0,0,0,16,16,62.53908692933083,62.53908692933083,47,175,111.0,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,111.0,47.0,175.0,0,0,0,0,0,0,0,23,0,87,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60384-53-17,192.168.10.3,60384,192.168.10.1,53,17,2017-07-04 12:01:25.622039,30651,1,1,58,143,58,58,58.0,0.0,143,143,143.0,0.0,6557.697954389742,65.2507259143258,30651.0,0.0,30651,30651,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.6253629571629,32.6253629571629,58,143,100.5,60.10407640085654,3612.5,0,0,0,0,0,0,0,0,1.0,100.5,58.0,143.0,0,0,0,0,0,0,0,29,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60152-53-17,192.168.10.3,60152,192.168.10.1,53,17,2017-07-04 12:01:27.079988,30854,1,1,57,124,57,57,57.0,0.0,124,124,124.0,0.0,5866.338238153886,64.82141699617554,30854.0,0.0,30854,30854,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.41070849808777,32.41070849808777,57,124,90.5,47.37615433949868,2244.5,0,0,0,0,0,0,0,0,1.0,90.5,57.0,124.0,0,0,0,0,0,0,0,28,0,62,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60107-53-17,192.168.10.3,60107,192.168.10.1,53,17,2017-07-04 12:01:28.472479,10614380,2,2,109,363,55,54,54.5,0.7071067811865476,247,116,181.5,92.63098833543772,44.467976462120255,0.3768472581535614,3538126.666666667,6049210.572572039,10523132,30660,10553792,10553792.0,0.0,10553792,10553792,10583720,10583720.0,0.0,10583720,10583720,0,0,0,0,0,0,16,16,0.1884236290767807,0.1884236290767807,54,247,118.0,90.756083359005,8236.666666666666,0,0,0,0,0,0,0,0,1.0,118.0,54.5,181.5,0,0,0,0,0,0,0,27,0,90,0,0,1,8,30660.0,0.0,30660,30660,10523132.0,0.0,10523132,10523132,-1,-1,0
192.168.10.3-192.168.10.1-62547-53-17,192.168.10.3,62547,192.168.10.1,53,17,2017-07-04 12:01:29.233859,599,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,173622.7045075125,3338.89816360601,599.0,0.0,599,599,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1669.449081803005,1669.449081803005,44,60,52.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,52.0,44.0,60.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61796-53-17,192.168.10.3,61796,192.168.10.1,53,17,2017-07-04 12:01:29.446573,30771,1,1,52,113,52,52,52.0,0.0,113,113,113.0,0.0,5362.191673978747,64.99626271489389,30771.0,0.0,30771,30771,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.498131357446944,32.498131357446944,52,113,82.5,43.1335136523794,1860.5,0,0,0,0,0,0,0,0,1.0,82.5,52.0,113.0,0,0,0,0,0,0,0,26,0,56,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60927-53-17,192.168.10.3,60927,192.168.10.1,53,17,2017-07-04 12:01:31.062232,30811,1,1,63,121,63,63,63.0,0.0,121,121,121.0,0.0,5971.89315504203,64.91188212002207,30811.0,0.0,30811,30811,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.455941060011035,32.455941060011035,63,121,92.0,41.01219330881976,1682.0,0,0,0,0,0,0,0,0,1.0,92.0,63.0,121.0,0,0,0,0,0,0,0,31,0,60,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60181-53-17,192.168.10.3,60181,192.168.10.1,53,17,2017-07-04 12:01:31.627921,30488,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,4591.970611388087,65.59958016268696,30488.0,0.0,30488,30488,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.79979008134348,32.79979008134348,56,84,70.0,19.79898987322333,392.0,0,0,0,0,0,0,0,0,1.0,70.0,56.0,84.0,0,0,0,0,0,0,0,28,0,42,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61824-53-17,192.168.10.3,61824,192.168.10.1,53,17,2017-07-04 12:01:32.342357,91747,1,1,51,143,51,51,51.0,0.0,143,143,143.0,0.0,2114.510556203473,21.799077899004875,91747.0,0.0,91747,91747,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,10.899538949502436,10.899538949502436,51,143,97.0,65.05382386916237,4232.0,0,0,0,0,0,0,0,0,1.0,97.0,51.0,143.0,0,0,0,0,0,0,0,25,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61395-53-17,192.168.10.3,61395,192.168.10.1,53,17,2017-07-04 12:01:32.421337,8692512,2,2,136,299,78,58,68.0,14.142135623730953,160,139,149.5,14.849242404917495,50.043071553999575,0.4601661752091915,2897504.0,4959775.396387522,8624558,30609,8661903,8661903.0,0.0,8661903,8661903,8655167,8655167.0,0.0,8655167,8655167,0,0,0,0,0,0,16,16,0.2300830876045957,0.2300830876045957,58,160,108.75,48.52061417583252,2354.25,0,0,0,0,0,0,0,0,1.0,108.75,68.0,149.5,0,0,0,0,0,0,0,34,0,74,0,0,1,8,37345.0,0.0,37345,37345,8624558.0,0.0,8624558,8624558,-1,-1,0
192.168.10.3-192.168.10.1-60223-53-17,192.168.10.3,60223,192.168.10.1,53,17,2017-07-04 12:01:34.140662,60445,1,1,40,85,40,40,40.0,0.0,85,85,85.0,0.0,2067.995698568947,33.08793117710315,60445.0,0.0,60445,60445,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.543965588551576,16.543965588551576,40,85,62.5,31.81980515339464,1012.5,0,0,0,0,0,0,0,0,1.0,62.5,40.0,85.0,0,0,0,0,0,0,0,20,0,42,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.9-192.168.10.3-64157-53-17,192.168.10.9,64157,192.168.10.3,53,17,2017-07-04 12:01:35.275906,30980,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,11297.611362169142,129.11555842479018,10326.666666666668,17881.1151870719,30974,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,64.55777921239509,64.55777921239509,47,128,87.5,46.76537180435969,2187.0,0,0,0,0,0,0,0,0,1.0,87.5,47.0,128.0,0,0,0,0,0,0,0,23,0,64,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.25-192.168.10.3-137-137-17,192.168.10.25,137,192.168.10.3,137,17,2017-07-04 12:01:35.798506,30331169,30,30,2040,1860,68,68,68.0,0.0,62,62,62.0,0.0,128.58060300939934,1.9781631232215284,514087.6101694915,3944172.7947152094,30296348,1,30331006,1045896.7586206896,5625743.058494406,30296758,1,30330918,1045893.7241379308,5625704.582458328,30296555,1,0,0,0,0,0,0,240,240,0.9890815616107642,0.9890815616107642,62,68,65.0,3.0253169045376627,9.152542372881344,0,0,0,0,0,0,0,0,1.0,65.0,68.0,62.0,634,9,4051063,578,9,2898163,0,34,0,31,0,0,29,8,559.0,0.0,559,559,30296348.0,0.0,30296348,30296348,-1,-1,0
192.168.10.3-192.168.10.1-61650-53-17,192.168.10.3,61650,192.168.10.1,53,17,2017-07-04 12:01:35.962964,15487888,2,2,129,237,73,56,64.5,12.020815280171307,125,112,118.5,9.192388155425116,23.631369235108107,0.2582663304383399,5162629.333333334,8837068.884065142,15366739,30643,15457245,15457245.0,0.0,15457245,15457245,15397382,15397382.0,0.0,15397382,15397382,0,0,0,0,0,0,16,16,0.1291331652191699,0.1291331652191699,56,125,91.5,32.377976053690155,1048.3333333333333,0,0,0,0,0,0,0,0,1.0,91.5,64.5,118.5,0,0,0,0,0,0,0,32,0,59,0,0,1,8,90506.0,0.0,90506,90506,15366739.0,0.0,15366739,15366739,-1,-1,0
192.168.10.3-192.168.10.1-62239-53-17,192.168.10.3,62239,192.168.10.1,53,17,2017-07-04 12:01:35.981416,90608,1,1,49,143,49,49,49.0,0.0,143,143,143.0,0.0,2119.018188239449,22.073106127494263,90608.0,0.0,90608,90608,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,11.036553063747132,11.036553063747132,49,143,96.0,66.46803743153546,4418.0,0,0,0,0,0,0,0,0,1.0,96.0,49.0,143.0,0,0,0,0,0,0,0,24,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61587-53-17,192.168.10.3,61587,192.168.10.1,53,17,2017-07-04 12:01:36.195823,61098,1,1,43,156,43,43,43.0,0.0,156,156,156.0,0.0,3257.062424301941,32.73429572162755,61098.0,0.0,61098,61098,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.367147860813773,16.367147860813773,43,156,99.5,79.90306627407988,6384.5,0,0,0,0,0,0,0,0,1.0,99.5,43.0,156.0,0,0,0,0,0,0,0,21,0,78,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61173-53-17,192.168.10.3,61173,192.168.10.1,53,17,2017-07-04 12:01:36.217656,30638,1,1,57,124,57,57,57.0,0.0,124,124,124.0,0.0,5907.6963248253805,65.27841242900973,30638.0,0.0,30638,30638,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.63920621450487,32.63920621450487,57,124,90.5,47.37615433949868,2244.5,0,0,0,0,0,0,0,0,1.0,90.5,57.0,124.0,0,0,0,0,0,0,0,28,0,62,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61214-53-17,192.168.10.3,61214,192.168.10.1,53,17,2017-07-04 12:01:36.218818,30573,1,1,77,143,77,77,77.0,0.0,143,143,143.0,0.0,7195.891799954208,65.41719818140189,30573.0,0.0,30573,30573,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.70859909070094,32.70859909070094,77,143,110.0,46.66904755831214,2178.0,0,0,0,0,0,0,0,0,1.0,110.0,77.0,143.0,0,0,0,0,0,0,0,38,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60154-53-17,192.168.10.3,60154,192.168.10.1,53,17,2017-07-04 12:01:36.798043,31062,1,1,54,108,54,54,54.0,0.0,108,108,108.0,0.0,5215.375700212479,64.38735432361085,31062.0,0.0,31062,31062,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.193677161805425,32.193677161805425,54,108,81.0,38.18376618407357,1458.0,0,0,0,0,0,0,0,0,1.0,81.0,54.0,108.0,0,0,0,0,0,0,0,27,0,54,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-62270-53-17,192.168.10.3,62270,192.168.10.1,53,17,2017-07-04 12:01:36.937683,60371,1,1,40,226,40,40,40.0,0.0,226,226,226.0,0.0,4406.089016249523,33.12848884398138,60371.0,0.0,60371,60371,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.56424442199069,16.56424442199069,40,226,133.0,131.52186130069785,17298.0,0,0,0,0,0,0,0,0,1.0,133.0,40.0,226.0,0,0,0,0,0,0,0,20,0,113,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61259-53-17,192.168.10.3,61259,192.168.10.1,53,17,2017-07-04 12:01:37.039068,30568,1,1,86,168,86,86,86.0,0.0,168,168,168.0,0.0,8309.343103899502,65.4278984559016,30568.0,0.0,30568,30568,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.7139492279508,32.7139492279508,86,168,127.0,57.982756057296896,3362.0,0,0,0,0,0,0,0,0,1.0,127.0,86.0,168.0,0,0,0,0,0,0,0,43,0,84,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61467-53-17,192.168.10.3,61467,192.168.10.1,53,17,2017-07-04 12:01:37.081834,32340,1,1,52,104,52,52,52.0,0.0,104,104,104.0,0.0,4823.747680890538,61.84291898577613,32340.0,0.0,32340,32340,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,30.921459492888065,30.921459492888065,52,104,78.0,36.76955262170047,1352.0,0,0,0,0,0,0,0,0,1.0,78.0,52.0,104.0,0,0,0,0,0,0,0,26,0,52,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.9-192.168.10.3-63694-53-17,192.168.10.9,63694,192.168.10.3,53,17,2017-07-04 12:01:37.340364,61135,2,2,80,206,40,40,40.0,0.0,103,103,103.0,0.0,4678.171260325509,65.42896867588125,20378.333333333336,35251.28225091015,61083,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,32.714484337940625,32.714484337940625,40,103,71.5,36.37306695894642,1323.0,0,0,0,0,0,0,0,0,1.0,71.5,40.0,103.0,0,0,0,0,0,0,0,20,0,51,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
